,reviews,calories,calories_unit,carbs,carbs_unit,mash_ph
0,25,182,calories,18,g,5.67
1,20,204,calories,19,g,5.49
2,9,203,calories,22,g,5.81
3,8,208,calories,22,g,5.41
4,5,190,calories,17,g,n/a
5,12,182,calories,18,g,n/a
6,13,276,calories,28,g,n/a
7,3,236,calories,24,g,5.58
8,5,236,calories,21,g,n/a
9,5,242,calories,25,g,n/a
10,5,239,calories,25,g,n/a
11,3,215,calories,21,g,n/a
12,6,285,calories,27,g,5.69
13,2,223,calories,23,g,5.64
14,3,135,calories,14,g,n/a
15,1,221,calories,19,g,5.29
16,3,161,calories,14,g,n/a
17,2,224,calories,20,g,n/a
18,1,199,calories,21,g,n/a
19,3,220,calories,25,g,4.65
20,5,225,calories,22,g,5.66
21,4,178,calories,19,g,n/a
22,5,154,calories,15,g,5.79
23,2,178,calories,17,g,5.63
24,1,216,calories,24,g,n/a
25,6,148,calories,15,g,n/a
26,1,279,calories,28,g,n/a
27,0,172,calories,18,g,n/a
28,3,211,calories,20,g,5.65
29,0,172,calories,18,g,n/a
30,1,213,calories,23,g,n/a
31,4,204,calories,19,g,n/a
32,1,185,calories,18,g,n/a
33,2,219,calories,23,g,n/a
34,1,130,calories,11,g,5.78
35,0,150,calories,15,g,n/a
36,0,187,calories,18,g,n/a
37,1,220,calories,26,g,n/a
38,1,202,calories,20,g,n/a
39,0,296,calories,29,g,n/a
40,1,204,calories,19,g,n/a
41,1,212,calories,21,g,n/a
42,2,314,calories,22,g,n/a
43,1,206,calories,22,g,n/a
44,1,270,calories,28,g,n/a
45,2,143,calories,12,g,6.17
46,2,203,calories,22,g,n/a
47,0,336,calories,40,g,n/a
48,3,219,calories,23,g,n/a
49,1,324,calories,33,g,n/a
50,4,180,calories,15,g,5.2
51,0,245,calories,18,g,n/a
52,3,240,calories,27,g,n/a
53,1,162,calories,16,g,n/a
54,0,185,calories,20,g,5.57
55,1,185,calories,20,g,n/a
56,0,130,calories,11,g,n/a
57,0,174,calories,16,g,5.6
58,0,157,calories,14,g,5.74
59,1,205,calories,25,g,n/a
60,0,161,calories,15,g,n/a
61,0,145,calories,15,g,n/a
62,2,198,calories,20,g,n/a
63,0,167,calories,17,g,5.4
64,0,156,calories,13,g,5.3
65,0,206,calories,23,g,5.49
66,2,171,calories,16,g,n/a
67,0,241,calories,21,g,n/a
68,1,239,calories,25,g,n/a
69,1,240,calories,22,g,n/a
70,1,205,calories,20,g,n/a
71,2,214,calories,21,g,5.67
72,0,185,calories,18,g,5.34
73,1,171,calories,16,g,n/a
74,1,168,calories,17,g,n/a
75,0,218,calories,21,g,n/a
76,0,168,calories,18,g,n/a
77,1,228,calories,23,g,5.66
78,0,288,calories,31,g,n/a
79,0,182,calories,19,g,n/a
80,0,163,calories,14,g,n/a
81,0,151,calories,16,g,n/a
82,0,146,calories,13,g,5.29
83,1,165,calories,17,g,n/a
84,1,246,calories,26,g,n/a
85,1,172,calories,18,g,n/a
86,1,199,calories,22,g,n/a
87,0,229,calories,17,g,n/a
88,1,169,calories,18,g,n/a
89,1,176,calories,15,g,n/a
90,0,268,calories,31,g,n/a
91,1,108,calories,11,g,n/a
92,0,156,calories,17,g,n/a
93,4,190,calories,17,g,n/a
94,1,325,calories,35,g,n/a
95,0,287,calories,29,g,n/a
96,1,115,calories,12,g,n/a
97,0,195,calories,18,g,5.68
98,2,193,calories,17,g,n/a
99,0,162,calories,16,g,n/a
100,0,188,calories,17,g,5.6
101,2,141,calories,14,g,5.8
102,1,164,calories,15,g,n/a
103,0,173,calories,19,g,n/a
104,0,219,calories,24,g,n/a
105,1,389,calories,39,g,n/a
106,0,198,calories,20,g,n/a
107,0,258,calories,29,g,5.58
108,0,149,calories,13,g,n/a
109,0,173,calories,17,g,5.41
110,0,173,calories,19,g,n/a
111,0,303,calories,25,g,n/a
112,0,196,calories,17,g,n/a
113,0,213,calories,22,g,n/a
114,1,250,calories,23,g,n/a
115,1,249,calories,26,g,n/a
116,2,276,calories,33,g,n/a
117,1,168,calories,18,g,5.41
118,1,201,calories,19,g,n/a
119,0,290,calories,29,g,n/a
120,0,281,calories,32,g,n/a
121,0,205,calories,21,g,n/a
122,0,242,calories,25,g,n/a
123,2,176,calories,19,g,n/a
124,1,275,calories,22,g,n/a
125,0,155,calories,16,g,n/a
126,0,295,calories,34,g,n/a
127,1,226,calories,24,g,5.69
128,1,199,calories,23,g,n/a
129,1,198,calories,20,g,n/a
130,0,182,calories,17,g,5.34
131,0,188,calories,20,g,5.77
132,0,319,calories,30,g,n/a
133,0,194,calories,18,g,n/a
134,0,276,calories,24,g,n/a
135,2,176,calories,19,g,n/a
136,0,160,calories,14,g,n/a
137,1,256,calories,25,g,5.51
138,0,181,calories,17,g,5.3
139,0,213,calories,24,g,n/a
140,1,185,calories,19,g,n/a
141,0,175,calories,18,g,n/a
142,0,247,calories,27,g,n/a
143,1,199,calories,22,g,n/a
144,0,187,calories,18,g,n/a
145,0,322,calories,34,g,n/a
146,0,183,calories,20,g,n/a
147,0,221,calories,21,g,5.65
148,0,251,calories,29,g,n/a
149,0,197,calories,19,g,n/a
150,0,204,calories,19,g,n/a
151,0,242,calories,25,g,n/a
152,0,170,calories,15,g,5.3
153,0,216,calories,24,g,n/a
154,1,202,calories,20,g,n/a
155,0,193,calories,17,g,n/a
156,1,198,calories,20,g,n/a
157,1,232,calories,22,g,n/a
158,0,149,calories,12,g,n/a
159,0,190,calories,17,g,4.2
160,0,315,calories,24,g,5.34
161,1,168,calories,17,g,n/a
162,0,175,calories,11,g,5.34
163,1,207,calories,20,g,n/a
164,0,298,calories,26,g,n/a
165,1,212,calories,21,g,n/a
166,0,158,calories,16,g,n/a
167,0,236,calories,20,g,n/a
168,1,204,calories,23,g,n/a
169,1,161,calories,14,g,n/a
170,1,177,calories,17,g,n/a
171,1,156,calories,13,g,n/a
172,0,223,calories,23,g,n/a
173,0,185,calories,19,g,n/a
174,0,192,calories,20,g,n/a
175,0,204,calories,19,g,n/a
176,0,146,calories,12,g,n/a
177,1,282,calories,27,g,n/a
178,1,232,calories,23,g,n/a
179,0,300,calories,30,g,n/a
180,0,131,calories,9,g,n/a
181,0,164,calories,15,g,n/a
182,2,172,calories,17,g,5.74
183,0,172,calories,17,g,n/a
184,0,215,calories,21,g,n/a
185,1,182,calories,19,g,n/a
186,0,162,calories,17,g,5.67
187,1,216,calories,18,g,n/a
188,0,212,calories,20,g,n/a
189,1,226,calories,24,g,n/a
190,0,273,calories,28,g,n/a
191,0,140,calories,13,g,n/a
192,0,143,calories,11,g,n/a
193,2,212,calories,20,g,4.9
194,0,216,calories,18,g,n/a
195,0,245,calories,23,g,n/a
196,0,359,calories,33,g,n/a
197,0,202,calories,20,g,5.62
198,0,174,calories,16,g,n/a
199,0,139,calories,12,g,n/a
200,0,217,calories,20,g,n/a
201,0,159,calories,15,g,n/a
202,0,170,calories,15,g,n/a
203,0,254,calories,18,g,5.37
204,0,246,calories,25,g,n/a
205,0,199,calories,18,g,n/a
206,1,165,calories,17,g,n/a
207,0,131,calories,13,g,n/a
208,0,227,calories,30,g,n/a
209,0,147,calories,14,g,5.75
210,1,222,calories,22,g,n/a
211,0,257,calories,26,g,n/a
212,0,210,calories,24,g,n/a
213,0,162,calories,16,g,n/a
214,0,163,calories,17,g,n/a
215,0,188,calories,19,g,4.84
216,0,172,calories,18,g,n/a
217,0,151,calories,15,g,5.67
218,0,188,calories,19,g,n/a
219,0,172,calories,17,g,n/a
220,1,163,calories,18,g,n/a
221,0,273,calories,27,g,n/a
222,0,139,calories,15,g,n/a
223,0,304,calories,27,g,n/a
224,0,276,calories,28,g,n/a
225,0,165,calories,17,g,n/a
226,0,172,calories,18,g,n/a
227,0,199,calories,21,g,n/a
228,1,134,calories,13,g,n/a
229,0,159,calories,16,g,n/a
230,0,192,calories,20,g,n/a
231,0,206,calories,22,g,n/a
232,0,123,calories,11,g,5.76
233,0,359,calories,32,g,n/a
234,0,150,calories,15,g,5.24
235,0,176,calories,16,g,n/a
236,0,183,calories,16,g,5.42
237,1,214,calories,21,g,n/a
238,1,190,calories,22,g,n/a
239,1,173,calories,14,g,n/a
240,0,161,calories,15,g,5.68
241,0,174,calories,16,g,n/a
242,0,172,calories,18,g,n/a
243,0,123,calories,10,g,n/a
244,1,183,calories,15,g,n/a
245,1,225,calories,23,g,n/a
246,1,188,calories,20,g,5.6
247,1,185,calories,18,g,5.62
248,0,236,calories,25,g,n/a
249,0,178,calories,19,g,n/a
250,0,274,calories,25,g,n/a
251,0,236,calories,25,g,n/a
252,1,770,calories,75,g,n/a
253,0,229,calories,23,g,5.28
254,0,193,calories,17,g,n/a
255,0,100,calories,10,g,5.11
256,0,182,calories,19,g,n/a
257,0,200,calories,17,g,n/a
258,0,303,calories,25,g,n/a
259,1,138,calories,14,g,n/a
260,0,204,calories,23,g,n/a
261,0,170,calories,15,g,n/a
262,0,169,calories,18,g,n/a
263,0,167,calories,20,g,5.68
264,0,342,calories,31,g,n/a
265,0,157,calories,15,g,n/a
266,0,318,calories,28,g,n/a
267,1,223,calories,19,g,n/a
268,1,145,calories,14,g,n/a
269,0,148,calories,15,g,n/a
270,2,218,calories,22,g,n/a
271,0,212,calories,20,g,n/a
272,1,299,calories,28,g,n/a
273,0,301,calories,31,g,n/a
274,2,208,calories,22,g,5.67
275,0,165,calories,17,g,n/a
276,0,178,calories,19,g,n/a
277,0,260,calories,23,g,n/a
278,0,186,calories,21,g,n/a
279,0,154,calories,15,g,5.8
280,0,182,calories,19,g,n/a
281,0,298,calories,26,g,n/a
282,0,253,calories,27,g,n/a
283,0,230,calories,26,g,n/a
284,0,18,calories,2,g,n/a
285,1,141,calories,15,g,n/a
286,0,179,calories,20,g,n/a
287,0,158,calories,16,g,n/a
288,0,296,calories,30,g,n/a
289,0,165,calories,17,g,n/a
290,0,186,calories,17,g,5.71
291,0,183,calories,15,g,5.84
292,0,181,calories,18,g,5.81
293,1,190,calories,17,g,n/a
294,2,210,calories,25,g,5.71
295,1,178,calories,19,g,n/a
296,1,172,calories,18,g,5.89
297,0,156,calories,17,g,n/a
298,1,226,calories,29,g,n/a
299,0,158,calories,16,g,5.57
300,0,195,calories,20,g,n/a
301,0,201,calories,19,g,n/a
302,1,305,calories,33,g,n/a
303,0,277,calories,26,g,5.68
304,0,216,calories,24,g,n/a
305,0,137,calories,12,g,5.9
306,1,293,calories,30,g,n/a
307,0,199,calories,23,g,n/a
308,0,166,calories,18,g,n/a
309,0,175,calories,18,g,n/a
310,0,247,calories,33,g,n/a
311,0,226,calories,23,g,n/a
312,0,180,calories,16,g,n/a
313,3,252,calories,25,g,5.32
314,0,192,calories,20,g,5.98
315,1,261,calories,20,g,n/a
316,0,192,calories,20,g,n/a
317,0,250,calories,23,g,n/a
318,0,190,calories,17,g,n/a
319,0,166,calories,15,g,5.7
320,1,184,calories,17,g,n/a
321,0,221,calories,20,g,n/a
322,0,171,calories,16,g,n/a
323,0,303,calories,31,g,n/a
324,0,166,calories,19,g,n/a
325,1,188,calories,19,g,5.29
326,0,165,calories,17,g,n/a
327,2,237,calories,22,g,5.85
328,0,206,calories,18,g,n/a
329,0,182,calories,19,g,n/a
330,0,167,calories,15,g,n/a
331,0,161,calories,16,g,5.06
332,0,293,calories,29,g,n/a
333,0,190,calories,22,g,n/a
334,2,213,calories,18,g,n/a
335,1,188,calories,19,g,n/a
336,0,152,calories,12,g,n/a
337,1,200,calories,17,g,n/a
338,0,175,calories,17,g,n/a
339,0,293,calories,26,g,n/a
340,0,148,calories,15,g,n/a
341,0,178,calories,19,g,n/a
342,0,178,calories,18,g,n/a
343,0,246,calories,25,g,4.75
344,0,172,calories,18,g,n/a
345,1,151,calories,16,g,n/a
346,0,335,calories,34,g,n/a
347,0,227,calories,20,g,n/a
348,0,176,calories,19,g,n/a
349,0,148,calories,15,g,n/a
350,0,193,calories,21,g,n/a
351,0,158,calories,16,g,n/a
352,1,292,calories,29,g,n/a
353,1,196,calories,17,g,n/a
354,0,214,calories,21,g,n/a
355,0,168,calories,18,g,n/a
356,3,165,calories,13,g,5.75
357,1,205,calories,20,g,n/a
358,1,205,calories,25,g,n/a
359,0,204,calories,19,g,n/a
360,0,254,calories,22,g,5.7
361,0,149,calories,13,g,n/a
362,0,215,calories,21,g,n/a
363,0,152,calories,17,g,n/a
364,0,271,calories,29,g,n/a
365,0,174,calories,16,g,5.68
366,1,214,calories,20,g,5.69
367,0,142,calories,16,g,5.2
368,0,213,calories,24,g,n/a
369,0,208,calories,21,g,n/a
370,0,177,calories,19,g,n/a
371,0,156,calories,17,g,n/a
372,0,173,calories,15,g,n/a
373,0,310,calories,31,g,n/a
374,0,201,calories,19,g,n/a
375,0,195,calories,15,g,n/a
376,0,237,calories,22,g,n/a
377,0,206,calories,22,g,n/a
378,0,176,calories,20,g,n/a
379,0,292,calories,29,g,n/a
380,0,250,calories,27,g,n/a
381,1,158,calories,16,g,n/a
382,0,166,calories,14,g,n/a
383,0,174,calories,16,g,5.44
384,0,237,calories,26,g,n/a
385,0,213,calories,22,g,5.55
386,0,218,calories,22,g,5.78
387,1,247,calories,22,g,5.71
388,0,193,calories,17,g,5.91
389,0,157,calories,14,g,5.7
390,0,133,calories,12,g,5.64
391,0,219,calories,23,g,n/a
392,0,184,calories,17,g,n/a
393,0,273,calories,28,g,n/a
394,0,286,calories,27,g,n/a
395,0,305,calories,24,g,n/a
396,0,235,calories,23,g,n/a
397,0,199,calories,22,g,5.65
398,0,214,calories,21,g,n/a
399,0,148,calories,11,g,n/a
400,0,206,calories,18,g,n/a
401,0,174,calories,19,g,n/a
402,0,184,calories,17,g,n/a
403,0,253,calories,27,g,n/a
404,0,219,calories,24,g,n/a
405,0,253,calories,31,g,5.5
406,0,206,calories,22,g,n/a
407,0,215,calories,22,g,n/a
408,0,195,calories,20,g,n/a
409,1,277,calories,30,g,n/a
410,0,165,calories,17,g,n/a
411,0,144,calories,14,g,n/a
412,0,215,calories,22,g,n/a
413,0,223,calories,20,g,n/a
414,1,161,calories,14,g,6
415,0,168,calories,17,g,4.82
416,0,156,calories,13,g,n/a
417,0,198,calories,20,g,n/a
418,0,178,calories,18,g,n/a
419,0,172,calories,18,g,n/a
420,0,179,calories,17,g,5.36
421,0,172,calories,18,g,n/a
422,0,272,calories,30,g,n/a
423,0,158,calories,16,g,n/a
424,0,186,calories,17,g,n/a
425,0,156,calories,13,g,n/a
426,0,227,calories,20,g,5.09
427,1,170,calories,14,g,n/a
428,1,292,calories,28,g,n/a
429,1,407,calories,37,g,n/a
430,0,202,calories,21,g,n/a
431,0,207,calories,19,g,n/a
432,0,212,calories,20,g,n/a
433,0,269,calories,26,g,5.09
434,0,170,calories,15,g,n/a
435,1,148,calories,15,g,n/a
436,0,161,calories,14,g,n/a
437,0,246,calories,26,g,n/a
438,0,162,calories,17,g,n/a
439,2,164,calories,15,g,n/a
440,0,219,calories,24,g,n/a
441,1,180,calories,16,g,n/a
442,2,258,calories,24,g,n/a
443,0,148,calories,15,g,n/a
444,0,179,calories,15,g,5.61
445,0,233,calories,24,g,n/a
446,0,177,calories,17,g,5.7
447,0,151,calories,15,g,n/a
448,0,287,calories,30,g,n/a
449,1,199,calories,23,g,n/a
450,0,164,calories,15,g,n/a
451,0,153,calories,12,g,5.72
452,0,157,calories,14,g,n/a
453,0,214,calories,20,g,n/a
454,0,166,calories,15,g,n/a
455,1,171,calories,16,g,n/a
456,0,168,calories,17,g,n/a
457,1,102,calories,11,g,n/a
458,0,172,calories,18,g,n/a
459,0,138,calories,14,g,n/a
460,0,173,calories,19,g,n/a
461,0,165,calories,17,g,n/a
462,0,180,calories,15,g,n/a
463,0,304,calories,31,g,n/a
464,0,175,calories,18,g,n/a
465,0,162,calories,16,g,n/a
466,0,165,calories,17,g,n/a
467,0,237,calories,16,g,n/a
468,1,187,calories,18,g,n/a
469,1,175,calories,18,g,n/a
470,0,154,calories,14,g,n/a
471,0,236,calories,25,g,5.44
472,1,225,calories,23,g,n/a
473,0,246,calories,25,g,n/a
474,0,186,calories,17,g,n/a
475,1,154,calories,15,g,4.78
476,0,181,calories,17,g,n/a
477,0,156,calories,17,g,n/a
478,1,262,calories,26,g,n/a
479,0,233,calories,24,g,n/a
480,0,163,calories,18,g,5.78
481,1,139,calories,15,g,n/a
482,0,162,calories,16,g,n/a
483,0,125,calories,13,g,n/a
484,0,214,calories,20,g,5.69
485,0,227,calories,22,g,n/a
486,0,199,calories,22,g,n/a
487,0,129,calories,14,g,n/a
488,1,220,calories,19,g,n/a
489,0,219,calories,24,g,n/a
490,0,122,calories,13,g,n/a
491,1,194,calories,14,g,5.74
492,0,186,calories,21,g,n/a
493,0,155,calories,16,g,n/a
494,0,202,calories,21,g,n/a
495,0,182,calories,19,g,n/a
496,1,234,calories,26,g,n/a
497,0,228,calories,23,g,n/a
498,0,234,calories,26,g,n/a
499,1,222,calories,18,g,n/a
500,0,163,calories,17,g,n/a
501,0,250,calories,27,g,n/a
502,0,168,calories,17,g,n/a
503,1,139,calories,12,g,n/a
504,0,213,calories,24,g,n/a
505,1,190,calories,16,g,5.61
506,0,148,calories,15,g,n/a
507,0,279,calories,29,g,n/a
508,0,164,calories,16,g,n/a
509,1,169,calories,19,g,n/a
510,2,183,calories,20,g,n/a
511,0,179,calories,20,g,n/a
512,0,251,calories,18,g,n/a
513,1,300,calories,30,g,n/a
514,0,233,calories,24,g,n/a
515,0,294,calories,31,g,n/a
516,0,228,calories,23,g,n/a
517,0,176,calories,19,g,n/a
518,0,290,calories,26,g,n/a
519,0,151,calories,16,g,n/a
520,0,227,calories,25,g,n/a
521,0,177,calories,17,g,n/a
522,0,172,calories,18,g,n/a
523,0,138,calories,14,g,n/a
524,0,191,calories,19,g,n/a
525,0,134,calories,14,g,n/a
526,0,181,calories,17,g,n/a
527,0,216,calories,24,g,n/a
528,0,177,calories,17,g,n/a
529,1,169,calories,15,g,5.71
530,0,180,calories,16,g,n/a
531,0,186,calories,17,g,n/a
532,1,218,calories,21,g,5.54
533,0,209,calories,23,g,5.56
534,0,222,calories,22,g,5.76
535,0,335,calories,35,g,n/a
536,0,134,calories,13,g,5.7
537,0,175,calories,19,g,n/a
538,0,159,calories,11,g,5.6
539,0,188,calories,19,g,5.69
540,0,193,calories,17,g,5.64
541,0,143,calories,11,g,5.68
542,0,199,calories,21,g,5.55
543,0,206,calories,11,g,5.71
544,0,150,calories,14,g,5.63
545,0,175,calories,18,g,5.65
546,0,265,calories,30,g,n/a
547,0,193,calories,21,g,5.64
548,0,205,calories,20,g,n/a
549,1,185,calories,18,g,5.61
550,0,148,calories,15,g,n/a
551,0,226,calories,23,g,5.75
552,0,180,calories,16,g,5.6
553,1,194,calories,19,g,n/a
554,0,133,calories,12,g,5.54
555,0,221,calories,20,g,n/a
556,0,185,calories,19,g,4.23
557,0,174,calories,16,g,5.69
558,0,173,calories,18,g,n/a
559,0,206,calories,19,g,n/a
560,0,200,calories,18,g,n/a
561,0,348,calories,36,g,5.37
562,0,127,calories,11,g,n/a
563,0,160,calories,14,g,n/a
564,0,273,calories,27,g,n/a
565,0,144,calories,14,g,5.46
566,0,177,calories,17,g,5.58
567,0,289,calories,28,g,n/a
568,0,198,calories,20,g,n/a
569,0,241,calories,23,g,n/a
570,0,146,calories,11,g,n/a
571,0,186,calories,17,g,5.61
572,0,161,calories,14,g,5.35
573,0,222,calories,22,g,5.73
574,0,190,calories,17,g,n/a
575,0,141,calories,15,g,n/a
576,0,249,calories,25,g,5.72
577,0,258,calories,29,g,n/a
578,0,182,calories,18,g,n/a
579,0,176,calories,20,g,n/a
580,0,221,calories,27,g,n/a
581,0,318,calories,45,g,n/a
582,0,322,calories,34,g,n/a
583,1,132,calories,14,g,n/a
584,0,170,calories,15,g,n/a
585,0,177,calories,17,g,n/a
586,0,156,calories,13,g,5.96
587,0,183,calories,20,g,n/a
588,0,232,calories,18,g,n/a
589,0,152,calories,11,g,5.64
590,0,156,calories,13,g,n/a
591,1,144,calories,13,g,n/a
592,0,275,calories,31,g,5.64
593,0,220,calories,19,g,n/a
594,0,172,calories,17,g,n/a
595,0,177,calories,21,g,n/a
596,1,185,calories,18,g,n/a
597,1,267,calories,23,g,n/a
598,0,213,calories,22,g,n/a
599,0,190,calories,17,g,n/a
600,1,165,calories,17,g,5.55
601,1,157,calories,15,g,n/a
602,1,194,calories,23,g,n/a
603,1,186,calories,17,g,n/a
604,0,171,calories,16,g,n/a
605,0,195,calories,20,g,n/a
606,0,166,calories,18,g,n/a
607,0,197,calories,18,g,n/a
608,0,161,calories,15,g,n/a
609,0,192,calories,20,g,n/a
610,0,137,calories,12,g,5.81
611,0,164,calories,16,g,5.99
612,0,182,calories,15,g,5.73
613,1,154,calories,13,g,6.02
614,0,233,calories,24,g,n/a
615,1,215,calories,21,g,n/a
616,0,205,calories,21,g,n/a
617,0,172,calories,18,g,n/a
618,0,204,calories,19,g,n/a
619,0,234,calories,25,g,n/a
620,0,226,calories,23,g,n/a
621,2,137,calories,12,g,n/a
622,1,201,calories,19,g,n/a
623,0,273,calories,31,g,n/a
624,0,292,calories,29,g,n/a
625,1,174,calories,16,g,n/a
626,0,165,calories,17,g,n/a
627,0,213,calories,18,g,n/a
628,0,356,calories,36,g,n/a
629,0,168,calories,18,g,n/a
630,0,195,calories,20,g,n/a
631,0,198,calories,20,g,n/a
632,0,222,calories,22,g,n/a
633,0,363,calories,39,g,n/a
634,0,216,calories,19,g,n/a
635,0,178,calories,18,g,5.73
636,1,164,calories,15,g,n/a
637,0,243,calories,20,g,n/a
638,0,167,calories,16,g,n/a
639,0,220,calories,19,g,n/a
640,0,213,calories,19,g,n/a
641,0,190,calories,17,g,5.87
642,0,166,calories,15,g,n/a
643,0,168,calories,18,g,n/a
644,0,207,calories,20,g,5.62
645,1,367,calories,30,g,n/a
646,1,213,calories,22,g,n/a
647,1,276,calories,23,g,n/a
648,0,179,calories,20,g,n/a
649,1,27,calories,5,g,n/a
650,0,207,calories,24,g,n/a
651,0,179,calories,20,g,n/a
652,0,257,calories,23,g,n/a
653,1,239,calories,20,g,n/a
654,0,200,calories,17,g,n/a
655,0,165,calories,17,g,n/a
656,0,132,calories,14,g,n/a
657,1,187,calories,18,g,n/a
658,0,205,calories,21,g,n/a
659,0,239,calories,25,g,n/a
660,0,236,calories,25,g,5.63
661,1,173,calories,15,g,n/a
662,0,182,calories,18,g,n/a
663,1,230,calories,20,g,n/a
664,0,197,calories,23,g,n/a
665,0,154,calories,14,g,n/a
666,0,176,calories,19,g,n/a
667,0,185,calories,18,g,n/a
668,0,162,calories,17,g,n/a
669,0,208,calories,21,g,5.68
670,1,159,calories,17,g,n/a
671,0,207,calories,20,g,n/a
672,0,140,calories,13,g,n/a
673,0,258,calories,28,g,n/a
674,0,175,calories,17,g,n/a
675,0,190,calories,17,g,n/a
676,0,175,calories,17,g,n/a
677,0,185,calories,19,g,n/a
678,0,225,calories,26,g,n/a
679,0,192,calories,20,g,n/a
680,1,373,calories,28,g,n/a
681,1,276,calories,23,g,n/a
682,1,204,calories,19,g,n/a
683,0,279,calories,16,g,n/a
684,0,197,calories,18,g,n/a
685,0,175,calories,17,g,n/a
686,0,198,calories,20,g,n/a
687,0,220,calories,19,g,n/a
688,0,182,calories,19,g,n/a
689,0,258,calories,29,g,n/a
690,0,141,calories,14,g,n/a
691,0,199,calories,21,g,n/a
692,1,168,calories,17,g,n/a
693,0,155,calories,15,g,n/a
694,0,175,calories,17,g,n/a
695,0,233,calories,24,g,5.64
696,1,231,calories,27,g,n/a
697,1,276,calories,28,g,n/a
698,0,210,calories,18,g,6
699,0,233,calories,24,g,5.4
700,0,177,calories,17,g,n/a
701,0,237,calories,26,g,n/a
702,1,145,calories,14,g,5.88
703,1,178,calories,19,g,5.8
704,0,202,calories,21,g,n/a
705,2,194,calories,19,g,n/a
706,0,184,calories,32,g,n/a
707,0,133,calories,12,g,5.64
708,0,137,calories,12,g,n/a
709,0,236,calories,25,g,n/a
710,0,218,calories,22,g,n/a
711,1,202,calories,20,g,n/a
712,1,178,calories,18,g,5.64
713,0,197,calories,19,g,n/a
714,0,176,calories,16,g,n/a
715,1,269,calories,22,g,n/a
716,0,156,calories,17,g,n/a
717,0,240,calories,24,g,n/a
718,1,227,calories,20,g,n/a
719,0,196,calories,17,g,n/a
720,2,247,calories,22,g,n/a
721,0,209,calories,23,g,n/a
722,0,179,calories,20,g,n/a
723,0,213,calories,24,g,n/a
724,0,189,calories,21,g,n/a
725,0,268,calories,20,g,n/a
726,0,238,calories,24,g,n/a
727,1,183,calories,20,g,n/a
728,0,196,calories,17,g,n/a
729,0,181,calories,18,g,n/a
730,0,149,calories,12,g,5.54
731,1,155,calories,15,g,5.79
732,1,218,calories,22,g,n/a
733,0,300,calories,29,g,n/a
734,1,246,calories,26,g,n/a
735,0,175,calories,19,g,5.46
736,0,245,calories,23,g,n/a
737,0,176,calories,16,g,n/a
738,0,149,calories,13,g,n/a
739,0,154,calories,15,g,n/a
740,0,218,calories,22,g,n/a
741,0,145,calories,14,g,5.72
742,0,236,calories,24,g,n/a
743,0,182,calories,18,g,n/a
744,0,168,calories,18,g,n/a
745,0,194,calories,19,g,n/a
746,1,248,calories,24,g,n/a
747,0,165,calories,17,g,n/a
748,0,174,calories,16,g,5.68
749,0,158,calories,16,g,n/a
750,1,214,calories,20,g,n/a
751,0,287,calories,30,g,n/a
752,0,216,calories,24,g,n/a
753,0,165,calories,17,g,n/a
754,0,193,calories,22,g,n/a
755,1,222,calories,22,g,n/a
756,0,268,calories,24,g,n/a
757,0,184,calories,17,g,n/a
758,1,198,calories,20,g,3.63
759,0,222,calories,22,g,n/a
760,0,257,calories,23,g,n/a
761,0,175,calories,16,g,5.66
762,0,253,calories,21,g,n/a
763,0,163,calories,17,g,n/a
764,0,185,calories,18,g,n/a
765,0,195,calories,20,g,n/a
766,0,172,calories,18,g,n/a
767,1,185,calories,20,g,n/a
768,0,338,calories,34,g,n/a
769,0,169,calories,18,g,n/a
770,1,352,calories,36,g,n/a
771,0,148,calories,15,g,n/a
772,0,184,calories,17,g,n/a
773,0,221,calories,21,g,n/a
774,1,287,calories,33,g,n/a
775,0,205,calories,20,g,n/a
776,0,199,calories,21,g,n/a
777,0,221,calories,21,g,n/a
778,0,172,calories,18,g,5.24
779,0,182,calories,18,g,n/a
780,0,191,calories,19,g,n/a
781,0,224,calories,25,g,n/a
782,1,184,calories,18,g,5.55
783,0,201,calories,10,g,n/a
784,0,189,calories,21,g,n/a
785,0,229,calories,25,g,n/a
786,0,207,calories,24,g,n/a
787,0,199,calories,22,g,n/a
788,0,206,calories,22,g,n/a
789,0,200,calories,18,g,n/a
790,0,224,calories,21,g,n/a
791,0,233,calories,24,g,n/a
792,0,341,calories,39,g,n/a
793,0,327,calories,33,g,n/a
794,0,159,calories,17,g,n/a
795,0,220,calories,25,g,n/a
796,1,405,calories,32,g,n/a
797,2,162,calories,17,g,n/a
798,0,162,calories,17,g,n/a
799,0,168,calories,17,g,n/a
800,1,185,calories,15,g,n/a
801,0,192,calories,20,g,n/a
802,0,238,calories,24,g,n/a
803,2,201,calories,26,g,n/a
804,0,218,calories,21,g,n/a
805,0,381,calories,41,g,n/a
806,0,158,calories,16,g,n/a
807,0,219,calories,24,g,n/a
808,1,205,calories,21,g,n/a
809,0,266,calories,27,g,n/a
810,0,203,calories,22,g,n/a
811,0,218,calories,22,g,n/a
812,0,156,calories,13,g,n/a
813,0,205,calories,21,g,n/a
814,1,157,calories,15,g,5.86
815,0,168,calories,18,g,5.6
816,0,309,calories,30,g,n/a
817,0,174,calories,16,g,5.71
818,0,219,calories,23,g,n/a
819,0,258,calories,29,g,n/a
820,0,212,calories,20,g,n/a
