,reviews,calories,calories_unit,carbs,carbs_unit,mash_ph
3457,0,350,calories,17,g,n/a
3458,0,166,calories,19,g,5.43
3459,0,275,calories,25,g,5.62
3460,0,209,calories,22,g,4.45
3461,0,216,calories,18,g,5.31
3462,0,220,calories,19,g,5.59
3463,0,216,calories,19,g,5.63
3464,0,211,calories,19,g,5.63
3465,0,158,calories,16,g,5.75
3466,0,195,calories,20,g,5.23
3467,0,180,calories,16,g,5.58
3468,0,127,calories,10,g,5.3
3469,0,188,calories,20,g,5.38
3470,0,162,calories,17,g,5.66
3471,0,147,calories,13,g,5.7
3472,0,163,calories,14,g,5.57
3473,0,239,calories,25,g,5.3
3474,0,165,calories,17,g,n/a
3475,0,332,calories,34,g,5.65
3476,0,332,calories,29,g,5.34
3477,0,124,calories,13,g,3.93
3478,0,183,calories,20,g,5.75
3479,0,188,calories,20,g,5.06
3480,0,205,calories,21,g,5.55
3481,0,131,calories,12,g,5.43
3482,0,151,calories,13,g,n/a
3483,0,384,calories,41,g,n/a
3484,0,228,calories,23,g,n/a
3485,0,155,calories,15,g,5.6
3486,0,171,calories,16,g,5.84
3487,0,148,calories,15,g,5.98
3488,0,173,calories,11,g,5.78
3489,0,147,calories,13,g,5.59
3490,0,261,calories,29,g,n/a
3491,1,263,calories,32,g,5.38
3492,0,206,calories,18,g,n/a
3493,0,194,calories,19,g,5.72
3494,0,205,calories,21,g,5.53
3495,0,165,calories,17,g,5.41
3496,0,171,calories,16,g,n/a
3497,0,465,calories,40,g,5.73
3498,1,211,calories,26,g,5.59
3499,0,171,calories,16,g,n/a
3500,0,208,calories,22,g,5.01
3501,0,196,calories,22,g,n/a
3502,0,213,calories,19,g,5.68
3503,0,260,calories,24,g,5.2
3504,0,219,calories,24,g,3.99
3505,0,158,calories,16,g,n/a
3506,0,182,calories,18,g,5.36
3507,0,166,calories,15,g,n/a
3508,0,138,calories,9,g,n/a
3509,0,172,calories,17,g,5.7
3510,0,208,calories,21,g,5.3
3511,0,252,calories,30,g,5.44
3512,0,109,calories,9,g,5.76
3513,0,226,calories,20,g,n/a
3514,0,216,calories,19,g,n/a
3515,0,235,calories,22,g,5.58
3516,0,210,calories,25,g,5.49
3517,0,187,calories,18,g,5.54
3518,0,271,calories,25,g,n/a
3519,0,215,calories,22,g,5.44
3520,0,182,calories,19,g,5.55
3521,0,341,calories,34,g,5.57
3522,0,175,calories,17,g,5.12
3523,0,218,calories,27,g,n/a
3524,0,161,calories,14,g,n/a
3525,0,172,calories,17,g,5.6
3526,0,352,calories,31,g,5.64
3527,0,270,calories,22,g,5.62
3528,1,208,calories,14,g,5.42
3529,0,201,calories,19,g,5.68
3530,0,198,calories,20,g,5.49
3531,0,164,calories,15,g,n/a
3532,0,317,calories,27,g,5.53
3533,0,258,calories,23,g,5.47
3534,0,259,calories,31,g,5.74
3535,0,197,calories,18,g,5.56
3536,0,165,calories,17,g,5.67
3537,0,167,calories,16,g,5.57
3538,0,155,calories,16,g,5.73
3539,0,156,calories,13,g,5.59
3540,0,184,calories,17,g,5.77
3541,0,155,calories,11,g,5.78
3542,1,138,calories,14,g,5.86
3543,0,206,calories,22,g,5.63
3544,0,138,calories,14,g,5.41
3545,0,142,calories,16,g,5.5
3546,0,206,calories,22,g,5.3
3547,0,307,calories,40,g,5.72
3548,0,196,calories,17,g,5.53
3549,0,187,calories,18,g,n/a
3550,0,176,calories,15,g,5.3
3551,0,151,calories,15,g,n/a
3552,1,206,calories,22,g,5.25
3553,0,187,calories,18,g,5.3
3554,0,132,calories,11,g,5.31
3555,0,172,calories,18,g,5.65
3556,0,195,calories,20,g,5.14
3557,0,273,calories,23,g,4.23
3558,0,132,calories,10,g,5.74
3559,0,136,calories,14,g,n/a
3560,0,183,calories,20,g,5.42
3561,0,206,calories,22,g,5.69
3562,0,222,calories,22,g,5.75
3563,0,112,calories,18,g,5.49
3564,0,170,calories,21,g,5.46
3565,0,175,calories,19,g,n/a
3566,0,151,calories,15,g,n/a
3567,0,88,calories,9,g,5.6
3568,1,192,calories,20,g,5.63
3569,0,175,calories,19,g,5.67
3570,0,140,calories,13,g,n/a
3571,0,176,calories,16,g,5.82
3572,0,166,calories,14,g,5.42
3573,0,177,calories,17,g,5.48
3574,0,273,calories,28,g,5.68
3575,0,176,calories,15,g,5.56
3576,0,216,calories,24,g,5.69
3577,1,164,calories,15,g,5.29
3578,0,215,calories,21,g,5.73
3579,0,141,calories,14,g,5.66
3580,0,391,calories,38,g,4.79
3581,0,247,calories,22,g,5.64
3582,0,201,calories,19,g,5.62
3583,0,185,calories,20,g,5.35
3584,0,176,calories,16,g,4.9
3585,0,106,calories,8,g,5.65
3586,0,167,calories,15,g,3.76
3587,0,389,calories,39,g,5.79
3588,0,245,calories,23,g,5.44
3589,0,265,calories,26,g,n/a
3590,0,220,calories,23,g,5.48
3591,0,237,calories,22,g,n/a
3592,0,268,calories,20,g,5.79
3593,0,195,calories,25,g,5.58
3594,1,233,calories,24,g,5.39
3595,0,211,calories,19,g,n/a
3596,0,202,calories,21,g,5.78
3597,0,234,calories,25,g,5.49
3598,0,228,calories,23,g,5.39
3599,0,172,calories,18,g,5.52
3600,0,198,calories,20,g,n/a
3601,0,232,calories,23,g,n/a
3602,0,180,calories,17,g,5.58
3603,0,181,calories,18,g,5.61
3604,0,201,calories,19,g,1.43
3605,0,191,calories,19,g,5.6
3606,0,154,calories,15,g,n/a
3607,0,208,calories,22,g,5.44
3608,0,185,calories,19,g,5.07
3609,0,213,calories,22,g,5.71
3610,0,164,calories,15,g,5.69
3611,0,291,calories,26,g,5.02
3612,0,181,calories,17,g,n/a
3613,0,213,calories,23,g,5.63
3614,0,165,calories,17,g,5.68
3615,0,262,calories,31,g,5.55
3616,0,183,calories,20,g,n/a
3617,0,273,calories,22,g,n/a
3618,0,157,calories,14,g,2.68
3619,0,356,calories,36,g,n/a
3620,0,196,calories,17,g,n/a
3621,0,60,calories,5,g,n/a
3622,0,192,calories,20,g,5.7
3623,0,236,calories,25,g,5.65
3624,0,155,calories,15,g,n/a
3625,0,141,calories,15,g,5.67
3626,0,193,calories,17,g,5.58
3627,0,347,calories,28,g,4.4
3628,0,174,calories,16,g,n/a
3629,0,198,calories,20,g,5.53
3630,0,172,calories,18,g,n/a
3631,0,183,calories,16,g,5.34
3632,0,149,calories,13,g,5.73
3633,0,204,calories,19,g,n/a
3634,0,191,calories,18,g,5.68
3635,0,177,calories,22,g,5.4
3636,0,206,calories,22,g,5.86
3637,0,228,calories,23,g,n/a
3638,0,205,calories,20,g,n/a
3639,0,154,calories,14,g,5.87
3640,0,212,calories,21,g,n/a
3641,0,214,calories,21,g,n/a
3642,0,198,calories,20,g,5.75
3643,0,164,calories,15,g,n/a
3644,0,182,calories,18,g,5.49
3645,0,74,calories,7,g,n/a
3646,0,163,calories,14,g,n/a
3647,0,169,calories,8,g,5.3
3648,0,174,calories,16,g,5.4
3649,0,121,calories,11,g,n/a
3650,0,148,calories,15,g,n/a
3651,0,151,calories,15,g,n/a
3652,0,187,calories,18,g,n/a
3653,0,129,calories,14,g,n/a
3654,0,170,calories,20,g,n/a
3655,0,183,calories,15,g,5.31
3656,0,213,calories,22,g,n/a
3657,0,109,calories,13,g,5.67
3658,0,216,calories,19,g,n/a
3659,0,190,calories,17,g,n/a
3660,0,151,calories,15,g,5.86
3661,0,259,calories,26,g,n/a
3662,0,175,calories,18,g,5.73
3663,0,229,calories,24,g,n/a
3664,0,172,calories,17,g,n/a
3665,0,270,calories,27,g,5.48
3666,0,169,calories,18,g,n/a
3667,0,203,calories,18,g,5.52
3668,0,400,calories,35,g,n/a
3669,0,175,calories,18,g,n/a
3670,1,172,calories,18,g,5.64
3671,0,266,calories,28,g,n/a
3672,1,218,calories,21,g,n/a
3673,0,165,calories,17,g,5.18
3674,0,171,calories,16,g,5.39
3675,0,182,calories,19,g,n/a
3676,0,192,calories,20,g,n/a
3677,0,361,calories,26,g,5.63
3678,0,211,calories,11,g,5.2
3679,0,111,calories,5,g,n/a
3680,0,166,calories,15,g,n/a
3681,0,167,calories,15,g,n/a
3682,0,137,calories,12,g,5.71
3683,0,260,calories,23,g,5.45
3684,0,196,calories,17,g,n/a
3685,0,199,calories,22,g,n/a
3686,0,183,calories,21,g,n/a
3687,0,150,calories,14,g,n/a
3688,0,173,calories,15,g,4.8
3689,0,93,calories,8,g,n/a
3690,0,215,calories,17,g,n/a
3691,0,148,calories,11,g,n/a
3692,0,201,calories,19,g,n/a
3693,0,120,calories,10,g,n/a
3694,0,185,calories,19,g,n/a
3695,0,196,calories,17,g,5.68
3696,0,198,calories,20,g,n/a
3697,0,170,calories,14,g,n/a
3698,1,196,calories,22,g,5.44
3699,0,245,calories,30,g,5.2
3700,0,217,calories,24,g,n/a
3701,1,184,calories,18,g,n/a
3702,0,175,calories,17,g,n/a
3703,0,194,calories,18,g,n/a
3704,0,180,calories,16,g,n/a
3705,0,181,calories,17,g,n/a
3706,0,177,calories,17,g,n/a
3707,0,188,calories,20,g,n/a
3708,0,165,calories,17,g,5.53
3709,0,169,calories,18,g,n/a
3710,0,196,calories,22,g,5.42
3711,0,236,calories,25,g,n/a
3712,0,166,calories,15,g,5.65
3713,0,189,calories,21,g,n/a
3714,0,169,calories,18,g,n/a
3715,0,184,calories,18,g,n/a
3716,0,157,calories,14,g,5.67
3717,1,250,calories,27,g,n/a
3718,0,166,calories,15,g,5.69
3719,0,98,calories,9,g,n/a
3720,0,290,calories,29,g,5.4
3721,0,189,calories,21,g,n/a
3722,0,174,calories,16,g,n/a
3723,0,216,calories,23,g,n/a
3724,0,188,calories,19,g,5.71
3725,0,202,calories,20,g,n/a
3726,0,141,calories,14,g,n/a
3727,1,238,calories,23,g,5.4
3728,0,173,calories,15,g,n/a
3729,0,350,calories,22,g,n/a
3730,0,190,calories,17,g,n/a
3731,0,180,calories,16,g,n/a
3732,0,206,calories,18,g,5.64
3733,1,141,calories,15,g,n/a
3734,0,203,calories,22,g,n/a
3735,0,210,calories,18,g,5.37
3736,0,221,calories,20,g,n/a
3737,0,219,calories,23,g,n/a
3738,0,173,calories,19,g,n/a
3739,0,171,calories,8,g,5.64
3740,0,175,calories,18,g,n/a
3741,0,252,calories,26,g,n/a
3742,0,176,calories,16,g,n/a
3743,0,275,calories,26,g,n/a
3744,1,169,calories,18,g,5.71
3745,0,176,calories,19,g,5.66
3746,0,166,calories,15,g,5.75
3747,0,194,calories,23,g,n/a
3748,0,161,calories,15,g,n/a
3749,1,294,calories,26,g,1.34
3750,0,158,calories,16,g,n/a
3751,0,273,calories,28,g,n/a
3752,0,223,calories,20,g,n/a
3753,0,128,calories,12,g,n/a
3754,0,187,calories,18,g,5.69
3755,0,256,calories,25,g,n/a
3756,0,187,calories,18,g,5.27
3757,1,195,calories,24,g,n/a
3758,0,300,calories,24,g,n/a
3759,0,176,calories,16,g,n/a
3760,0,223,calories,24,g,n/a
3761,0,208,calories,22,g,n/a
3762,0,269,calories,26,g,4.74
3763,0,168,calories,18,g,5.65
3764,0,247,calories,22,g,n/a
3765,0,211,calories,19,g,n/a
3766,0,223,calories,24,g,n/a
3767,0,164,calories,15,g,n/a
3768,0,137,calories,13,g,n/a
3769,0,159,calories,18,g,5.56
3770,0,178,calories,19,g,5.72
3771,0,276,calories,32,g,n/a
3772,0,219,calories,23,g,n/a
3773,0,182,calories,18,g,n/a
3774,0,131,calories,13,g,n/a
3775,0,139,calories,11,g,n/a
3776,0,212,calories,21,g,n/a
3777,0,103,calories,9,g,n/a
3778,0,177,calories,17,g,n/a
3779,0,151,calories,15,g,6
3780,0,223,calories,20,g,n/a
3781,1,161,calories,14,g,5.91
3782,0,131,calories,13,g,n/a
3783,0,186,calories,17,g,n/a
3784,0,157,calories,15,g,5.63
3785,0,195,calories,20,g,n/a
3786,0,177,calories,17,g,5.3
3787,0,198,calories,20,g,n/a
3788,0,198,calories,20,g,n/a
3789,0,233,calories,30,g,n/a
3790,0,191,calories,19,g,n/a
3791,0,160,calories,14,g,5.28
3792,0,304,calories,22,g,n/a
3793,0,194,calories,18,g,n/a
3794,0,184,calories,18,g,n/a
3795,0,156,calories,13,g,5.48
3796,0,172,calories,17,g,n/a
3797,0,164,calories,16,g,n/a
3798,0,247,calories,18,g,n/a
3799,0,145,calories,15,g,5.05
3800,0,146,calories,12,g,n/a
3801,0,185,calories,15,g,n/a
3802,0,201,calories,19,g,n/a
3803,0,171,calories,16,g,n/a
3804,0,147,calories,14,g,n/a
3805,0,264,calories,29,g,n/a
3806,0,197,calories,18,g,n/a
3807,0,156,calories,17,g,n/a
3808,1,175,calories,19,g,n/a
3809,0,290,calories,20,g,4.75
3810,0,228,calories,23,g,n/a
3811,0,209,calories,22,g,n/a
3812,0,165,calories,17,g,5.82
3813,0,165,calories,17,g,5.28
3814,0,163,calories,14,g,n/a
3815,0,196,calories,21,g,5.42
3816,0,144,calories,13,g,n/a
3817,0,170,calories,15,g,n/a
3818,0,238,calories,24,g,n/a
3819,0,104,calories,10,g,n/a
3820,0,206,calories,18,g,n/a
3821,0,188,calories,24,g,n/a
3822,0,205,calories,21,g,n/a
3823,0,169,calories,9,g,n/a
3824,0,119,calories,12,g,n/a
3825,0,162,calories,17,g,n/a
3826,0,201,calories,19,g,n/a
3827,0,176,calories,16,g,5.62
3828,0,143,calories,12,g,n/a
3829,0,152,calories,18,g,5.59
3830,0,267,calories,22,g,n/a
3831,0,143,calories,11,g,n/a
3832,0,208,calories,22,g,5.96
3833,0,151,calories,15,g,n/a
3834,0,148,calories,15,g,n/a
3835,0,200,calories,23,g,4.33
3836,0,199,calories,22,g,n/a
3837,0,157,calories,14,g,n/a
3838,0,205,calories,17,g,n/a
3839,0,182,calories,15,g,5.66
3840,0,154,calories,13,g,5.75
3841,0,142,calories,16,g,n/a
3842,0,183,calories,20,g,n/a
3843,0,180,calories,16,g,n/a
3844,0,250,calories,27,g,n/a
3845,0,202,calories,21,g,n/a
3846,0,184,calories,17,g,n/a
3847,0,258,calories,35,g,5.57
3848,2,141,calories,14,g,n/a
3849,0,206,calories,22,g,n/a
3850,0,170,calories,15,g,n/a
3851,0,174,calories,16,g,n/a
3852,0,157,calories,15,g,5.47
3853,0,214,calories,19,g,5.86
3854,0,161,calories,14,g,5.56
3855,0,180,calories,15,g,n/a
3856,0,154,calories,14,g,n/a
3857,0,275,calories,31,g,n/a
3858,0,190,calories,17,g,n/a
3859,0,202,calories,16,g,n/a
3860,0,232,calories,23,g,n/a
3861,0,202,calories,20,g,n/a
3862,0,182,calories,19,g,5.52
3863,0,153,calories,12,g,5.77
3864,0,171,calories,16,g,n/a
3865,0,169,calories,8,g,n/a
3866,0,203,calories,22,g,n/a
3867,0,173,calories,18,g,n/a
3868,0,175,calories,18,g,n/a
3869,0,224,calories,21,g,5.62
3870,0,147,calories,14,g,5.59
3871,0,231,calories,20,g,n/a
3872,0,148,calories,15,g,5.4
3873,1,181,calories,18,g,5.68
3874,1,323,calories,26,g,5.27
3875,0,173,calories,19,g,n/a
3876,0,236,calories,25,g,5.56
3877,0,174,calories,16,g,n/a
3878,0,239,calories,25,g,n/a
3879,0,206,calories,19,g,n/a
3880,0,179,calories,20,g,n/a
3881,0,191,calories,19,g,n/a
3882,0,123,calories,11,g,5.58
3883,0,249,calories,21,g,n/a
3884,0,175,calories,18,g,n/a
3885,0,197,calories,18,g,n/a
3886,1,168,calories,17,g,n/a
3887,0,165,calories,17,g,n/a
3888,0,264,calories,24,g,n/a
3889,0,172,calories,17,g,n/a
3890,0,154,calories,14,g,n/a
3891,0,208,calories,21,g,5.7
3892,0,223,calories,20,g,5.65
3893,0,250,calories,22,g,n/a
3894,0,181,calories,18,g,5.56
3895,0,254,calories,28,g,n/a
3896,0,155,calories,15,g,n/a
3897,0,230,calories,21,g,n/a
3898,0,108,calories,11,g,n/a
3899,0,214,calories,20,g,n/a
3900,0,163,calories,17,g,5.55
3901,0,195,calories,20,g,n/a
3902,0,155,calories,15,g,n/a
3903,0,158,calories,16,g,n/a
3904,0,422,calories,41,g,5.29
3905,0,148,calories,19,g,n/a
3906,0,281,calories,31,g,n/a
3907,0,174,calories,16,g,5.43
3908,0,201,calories,19,g,n/a
3909,0,159,calories,12,g,5.33
3910,0,212,calories,21,g,n/a
3911,0,137,calories,13,g,5.67
3912,0,161,calories,15,g,n/a
3913,0,183,calories,16,g,5.76
3914,0,154,calories,20,g,n/a
3915,0,187,calories,18,g,n/a
3916,0,145,calories,14,g,n/a
3917,0,148,calories,15,g,n/a
3918,0,224,calories,21,g,5.67
3919,0,231,calories,20,g,5.72
3920,0,173,calories,19,g,n/a
3921,1,304,calories,14,g,5.84
3922,0,190,calories,18,g,n/a
3923,0,226,calories,20,g,n/a
3924,0,162,calories,16,g,5.29
3925,0,78,calories,4,g,n/a
3926,0,141,calories,14,g,n/a
3927,0,199,calories,21,g,n/a
3928,0,165,calories,13,g,5.4
3929,0,194,calories,19,g,5.73
3930,0,149,calories,12,g,n/a
3931,0,175,calories,18,g,5.74
3932,0,185,calories,20,g,n/a
3933,0,158,calories,16,g,n/a
3934,0,228,calories,23,g,n/a
3935,0,135,calories,14,g,5.58
3936,0,155,calories,15,g,5.44
3937,0,159,calories,17,g,n/a
3938,0,212,calories,21,g,5.22
3939,0,235,calories,23,g,n/a
3940,0,178,calories,19,g,n/a
3941,0,202,calories,20,g,n/a
3942,0,307,calories,31,g,n/a
3943,0,242,calories,25,g,n/a
3944,0,231,calories,21,g,n/a
3945,0,139,calories,11,g,5.4
3946,0,180,calories,16,g,n/a
3947,0,164,calories,16,g,n/a
3948,0,197,calories,18,g,n/a
3949,0,187,calories,18,g,n/a
3950,0,208,calories,22,g,n/a
3951,0,161,calories,15,g,5.57
3952,0,185,calories,19,g,n/a
3953,0,253,calories,27,g,5.54
3954,0,187,calories,18,g,5.63
3955,0,180,calories,16,g,n/a
3956,0,164,calories,16,g,5.39
3957,0,226,calories,28,g,n/a
3958,0,256,calories,25,g,n/a
3959,0,228,calories,23,g,n/a
3960,0,159,calories,17,g,n/a
3961,0,212,calories,18,g,n/a
3962,0,137,calories,12,g,n/a
3963,1,205,calories,21,g,n/a
3964,0,233,calories,24,g,n/a
3965,0,185,calories,18,g,n/a
3966,0,156,calories,13,g,n/a
3967,0,137,calories,13,g,n/a
3968,0,185,calories,19,g,n/a
3969,0,184,calories,17,g,n/a
3970,0,255,calories,30,g,n/a
3971,0,190,calories,17,g,5.26
3972,0,171,calories,11,g,n/a
3973,0,180,calories,16,g,n/a
3974,0,391,calories,33,g,n/a
3975,0,258,calories,28,g,n/a
3976,0,199,calories,22,g,n/a
3977,0,212,calories,20,g,1.39
3978,0,155,calories,16,g,n/a
3979,0,170,calories,15,g,n/a
3980,0,152,calories,13,g,5.3
3981,0,257,calories,23,g,5.67
3982,0,166,calories,18,g,n/a
3983,0,193,calories,17,g,n/a
3984,0,131,calories,12,g,n/a
3985,0,166,calories,15,g,5.67
3986,0,214,calories,20,g,n/a
3987,0,155,calories,12,g,n/a
3988,0,404,calories,46,g,n/a
3989,0,198,calories,20,g,5.2
3990,0,172,calories,17,g,5.3
3991,0,174,calories,16,g,5.31
3992,0,192,calories,20,g,n/a
3993,0,216,calories,19,g,n/a
3994,0,161,calories,14,g,n/a
3995,0,154,calories,13,g,n/a
3996,0,174,calories,16,g,n/a
3997,0,185,calories,19,g,n/a
3998,0,185,calories,18,g,5.56
3999,0,235,calories,22,g,5.79
4000,1,148,calories,15,g,n/a
4001,0,208,calories,22,g,n/a
4002,0,187,calories,18,g,n/a
4003,0,271,calories,25,g,n/a
4004,0,161,calories,15,g,n/a
4005,0,226,calories,23,g,n/a
4006,0,175,calories,18,g,n/a
4007,0,230,calories,20,g,5.74
4008,0,476,calories,38,g,n/a
4009,0,185,calories,18,g,n/a
4010,0,227,calories,22,g,n/a
4011,1,188,calories,24,g,n/a
4012,0,147,calories,14,g,n/a
4013,0,185,calories,18,g,5.68
4014,0,158,calories,16,g,5.02
4015,0,177,calories,17,g,5.72
4016,0,157,calories,12,g,n/a
4017,0,335,calories,30,g,n/a
4018,0,132,calories,14,g,n/a
4019,0,270,calories,27,g,n/a
4020,0,327,calories,26,g,n/a
4021,0,199,calories,21,g,5.48
4022,0,205,calories,21,g,n/a
4023,0,197,calories,23,g,n/a
4024,1,104,calories,11,g,n/a
4025,0,285,calories,22,g,n/a
4026,0,228,calories,23,g,n/a
4027,0,196,calories,17,g,n/a
4028,0,165,calories,17,g,n/a
4029,0,176,calories,15,g,5.7
4030,0,192,calories,20,g,n/a
4031,1,142,calories,16,g,5.58
4032,0,161,calories,15,g,n/a
4033,0,175,calories,17,g,5.76
4034,0,233,calories,24,g,n/a
4035,0,181,calories,17,g,5.27
4036,0,213,calories,23,g,n/a
4037,0,186,calories,16,g,n/a
4038,0,155,calories,16,g,n/a
4039,0,294,calories,31,g,n/a
4040,0,131,calories,9,g,n/a
4041,0,247,calories,27,g,n/a
4042,0,388,calories,38,g,5.4
4043,0,174,calories,16,g,n/a
4044,0,148,calories,15,g,n/a
4045,1,172,calories,17,g,5.74
4046,1,275,calories,27,g,5.35
4047,0,203,calories,18,g,n/a
4048,0,224,calories,20,g,n/a
4049,0,213,calories,23,g,n/a
4050,0,121,calories,12,g,5.49
4051,0,203,calories,18,g,n/a
4052,0,110,calories,10,g,n/a
4053,0,156,calories,17,g,5.6
4054,0,174,calories,16,g,n/a
4055,0,204,calories,19,g,n/a
4056,0,202,calories,21,g,n/a
4057,0,179,calories,20,g,n/a
4058,0,217,calories,24,g,5.4
4059,0,230,calories,20,g,n/a
4060,0,128,calories,12,g,n/a
4061,0,207,calories,20,g,n/a
4062,0,225,calories,23,g,n/a
4063,0,222,calories,22,g,n/a
4064,0,200,calories,23,g,n/a
4065,0,332,calories,34,g,n/a
4066,0,355,calories,35,g,n/a
4067,0,156,calories,13,g,5.75
4068,1,222,calories,22,g,n/a
4069,0,212,calories,21,g,n/a
4070,0,176,calories,15,g,5.67
4071,0,168,calories,18,g,n/a
4072,0,244,calories,18,g,5.26
4073,0,279,calories,29,g,5.49
4074,0,173,calories,15,g,n/a
4075,0,333,calories,30,g,n/a
4076,0,152,calories,12,g,n/a
4077,0,175,calories,18,g,5.79
4078,0,162,calories,17,g,n/a
4079,0,206,calories,22,g,n/a
4080,1,125,calories,13,g,n/a
4081,0,200,calories,17,g,5.35
4082,0,271,calories,28,g,n/a
4083,0,344,calories,34,g,n/a
4084,0,243,calories,27,g,n/a
4085,0,144,calories,13,g,n/a
4086,0,235,calories,23,g,n/a
4087,0,184,calories,17,g,5.7
4088,0,177,calories,17,g,5.4
4089,0,144,calories,13,g,n/a
4090,0,165,calories,17,g,n/a
4091,0,219,calories,24,g,n/a
4092,0,227,calories,21,g,n/a
4093,0,203,calories,22,g,5.66
4094,0,304,calories,26,g,n/a
4095,0,213,calories,22,g,n/a
4096,0,148,calories,15,g,n/a
4097,0,193,calories,17,g,n/a
4098,0,283,calories,28,g,n/a
4099,0,239,calories,21,g,n/a
4100,0,141,calories,14,g,n/a
4101,0,170,calories,14,g,n/a
4102,0,180,calories,21,g,n/a
4103,0,150,calories,15,g,n/a
4104,0,200,calories,17,g,n/a
4105,0,194,calories,19,g,5.55
4106,0,242,calories,25,g,n/a
4107,0,165,calories,17,g,5.67
4108,0,164,calories,16,g,n/a
4109,0,148,calories,11,g,n/a
4110,0,129,calories,9,g,5.49
4111,0,177,calories,17,g,n/a
4112,0,213,calories,18,g,n/a
4113,0,186,calories,17,g,n/a
4114,0,157,calories,14,g,n/a
4115,0,294,calories,32,g,n/a
4116,0,163,calories,17,g,n/a
4117,0,195,calories,20,g,n/a
4118,0,150,calories,14,g,n/a
4119,0,213,calories,19,g,n/a
4120,0,214,calories,21,g,n/a
4121,0,204,calories,24,g,n/a
4122,0,164,calories,15,g,n/a
4123,0,228,calories,23,g,n/a
4124,0,185,calories,18,g,5.64
4125,0,199,calories,23,g,5.5
4126,0,225,calories,23,g,n/a
4127,0,110,calories,10,g,5.4
4128,0,192,calories,19,g,5.55
4129,0,189,calories,15,g,n/a
4130,0,284,calories,30,g,6.22
4131,0,196,calories,17,g,n/a
4132,0,163,calories,14,g,n/a
4133,0,247,calories,27,g,5.58
4134,0,163,calories,14,g,n/a
4135,0,183,calories,16,g,5.65
4136,0,178,calories,18,g,n/a
4137,0,202,calories,20,g,n/a
4138,0,218,calories,21,g,n/a
4139,0,360,calories,34,g,n/a
4140,0,224,calories,20,g,n/a
4141,0,217,calories,20,g,n/a
4142,0,183,calories,20,g,n/a
4143,0,257,calories,26,g,5.61
4144,0,361,calories,40,g,n/a
4145,0,255,calories,31,g,n/a
4146,0,177,calories,17,g,n/a
4147,0,224,calories,25,g,n/a
4148,0,258,calories,20,g,n/a
4149,0,225,calories,22,g,n/a
4150,0,138,calories,14,g,n/a
4151,0,185,calories,19,g,n/a
4152,0,207,calories,19,g,5.79
4153,0,178,calories,18,g,n/a
4154,0,213,calories,24,g,n/a
4155,0,163,calories,17,g,n/a
4156,0,179,calories,20,g,n/a
4157,1,167,calories,15,g,n/a
4158,0,214,calories,20,g,n/a
4159,0,162,calories,17,g,5.46
4160,0,181,calories,18,g,n/a
4161,0,266,calories,28,g,n/a
4162,0,159,calories,17,g,n/a
4163,0,201,calories,19,g,n/a
4164,0,213,calories,19,g,5.4
4165,0,202,calories,20,g,n/a
4166,0,197,calories,18,g,5.52
4167,0,165,calories,17,g,n/a
4168,0,201,calories,26,g,n/a
4169,0,231,calories,21,g,5.05
4170,0,204,calories,19,g,n/a
4171,0,124,calories,12,g,n/a
4172,0,165,calories,17,g,n/a
4173,0,149,calories,16,g,n/a
4174,0,182,calories,18,g,n/a
4175,0,225,calories,23,g,n/a
4176,0,206,calories,22,g,n/a
4177,0,228,calories,23,g,n/a
4178,0,165,calories,17,g,5.75
4179,0,144,calories,13,g,n/a
4180,0,164,calories,16,g,n/a
4181,0,206,calories,22,g,n/a
4182,0,212,calories,21,g,n/a
4183,0,232,calories,18,g,n/a
4184,0,262,calories,26,g,n/a
4185,0,328,calories,40,g,n/a
4186,0,251,calories,29,g,n/a
4187,0,427,calories,43,g,n/a
4188,0,173,calories,15,g,n/a
4189,0,182,calories,18,g,n/a
4190,0,157,calories,15,g,n/a
4191,0,111,calories,12,g,n/a
4192,0,158,calories,16,g,n/a
4193,0,199,calories,22,g,n/a
4194,0,180,calories,22,g,n/a
4195,0,176,calories,16,g,n/a
4196,0,72,calories,8,g,n/a
4197,1,155,calories,16,g,n/a
4198,1,148,calories,15,g,n/a
4199,0,191,calories,18,g,n/a
4200,0,194,calories,18,g,5.83
4201,0,247,calories,27,g,n/a
4202,0,247,calories,23,g,n/a
4203,0,169,calories,19,g,n/a
4204,0,185,calories,19,g,n/a
4205,0,210,calories,18,g,n/a
4206,0,241,calories,24,g,n/a
4207,0,235,calories,23,g,n/a
4208,0,188,calories,19,g,5.24
4209,0,131,calories,13,g,n/a
4210,0,158,calories,16,g,n/a
4211,0,206,calories,22,g,n/a
4212,0,175,calories,14,g,n/a
4213,1,202,calories,20,g,6.03
4214,0,164,calories,16,g,n/a
4215,0,166,calories,15,g,n/a
4216,0,182,calories,18,g,n/a
4217,0,182,calories,19,g,5.02
4218,0,164,calories,16,g,5.58
4219,0,370,calories,35,g,n/a
4220,0,274,calories,25,g,n/a
4221,0,206,calories,18,g,5.99
4222,0,129,calories,10,g,n/a
4223,0,201,calories,19,g,n/a
4224,1,138,calories,10,g,n/a
4225,0,175,calories,18,g,n/a
4226,1,164,calories,19,g,n/a
4227,0,345,calories,36,g,n/a
4228,0,137,calories,13,g,n/a
4229,0,297,calories,32,g,n/a
4230,0,188,calories,19,g,n/a
4231,0,200,calories,18,g,5.55
4232,0,176,calories,19,g,n/a
