,title,style,size,ABV,IBU,OG,FG,color,method,views,brewed,rating,size_unit,author,author_name,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,temp_unit,prim_method,prim_amount,prim_amount_unit,creation_date,url_beer,url_style,url_author,efficiency,mash_thick,sugar_scale
3058,Dry Hopped Brut IPA,American IPA,5,6.88,34.12,1.053,1,3,BIAB,372,2,0.0,Gal,143005,RazzleDazzle,6.5,60,1.04,,66 , F,,,,09/01/2018 01:05 AM,https://www.brewersfriend.com/homebrew/recipe/view/698827/dry-hopped-brut-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/143005,70,,Specific Gravity
3059,Kolsch,Kölsch,5,4.58,22.1,1.045,1.01,3,All Grain,48,2,0.0,Gal,55303,hawkdrvr,6,60,1.038,,,,,,,08/31/2018 04:55 PM,https://www.brewersfriend.com/homebrew/recipe/view/698665/kolsch,https://www.brewersfriend.com/styles/kolsch/,https://www.brewersfriend.com/homebrew/brewer/55303,70,1.75,Specific Gravity
3060,IPA ARGENTA DEDEK,American IPA,4,5.88,65.77,1.057,1.013,7,All Grain,123,2,0.0,L,,,60,60,1.04,0.5,20 , C,,,,08/29/2018 04:14 PM,https://www.brewersfriend.com/homebrew/recipe/view/697781/ipa-argenta-dedek,https://www.brewersfriend.com/styles/american-ipa/,,70,3,Specific Gravity
3061,Wiessbier,Weissbier,5,3.78,12.06,1.039,1.01,4,All Grain,75,2,0.0,Gal,186227,LouisianaBrewer,7,75,1.028,0.5,,,,,,08/28/2018 04:39 PM,https://www.brewersfriend.com/homebrew/recipe/view/697379/wiessbier,https://www.brewersfriend.com/styles/weissbier/,https://www.brewersfriend.com/homebrew/brewer/186227,50,1.5,Specific Gravity
3062,Deb's Blackberry Wheat Beer,Specialty Fruit Beer,5.5,4.56,18.07,1.051,1.016,9,Partial Mash,170,2,0.0,Gal,134787,Rubberduck Bruing,3,60,1.094,,65 , F,,Corn,Sugar,08/28/2018 03:50 PM,https://www.brewersfriend.com/homebrew/recipe/view/697353/deb-s-blackberry-wheat-beer,https://www.brewersfriend.com/styles/specialty-fruit-beer/,https://www.brewersfriend.com/homebrew/brewer/134787,50,,Specific Gravity
3063,Sam Adams Octoberfest Ale,American Amber Ale,6,6.19,29,1.056,1.009,14,BIAB,211,2,0.0,Gal,78719,patt896,7.5,70,1.045,,49 , F,,,,08/28/2018 02:01 PM,https://www.brewersfriend.com/homebrew/recipe/view/697296/sam-adams-octoberfest-ale,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/78719,60,,Specific Gravity
3064,"English,european,burlington ipa",English IPA,6,6.7,43.05,1.064,1.016,8,All Grain,43,2,0.0,L,60765,John M,60,60,1.064,,,,,,,08/28/2018 12:07 PM,https://www.brewersfriend.com/homebrew/recipe/view/697263/english-european-burlington-ipa,https://www.brewersfriend.com/styles/english-ipa/,https://www.brewersfriend.com/homebrew/brewer/60765,75,2.5,Specific Gravity
3065,Sure Look,Specialty IPA: New England IPA,2,2.93,74.38,1.033,1.01,4,BIAB,86,2,0.0,L,,brk3,23,60,1.029,0.75,19 , C,,,,08/28/2018 11:14 AM,https://www.brewersfriend.com/homebrew/recipe/view/697250/sure-look,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,,65,,Specific Gravity
3066,Irish Red,Irish Red Ale,5.5,7.06,41.97,1.066,1.012,17,BIAB,85,2,0.0,Gal,99288,Jett,7.5,60,1.048,,,,,,,08/27/2018 11:54 AM,https://www.brewersfriend.com/homebrew/recipe/view/696857/irish-red,https://www.brewersfriend.com/styles/irish-red-ale/,https://www.brewersfriend.com/homebrew/brewer/99288,70,,Specific Gravity
3067,Konec poletja,American Pale Ale,1,6.28,40.23,1.058,1.011,6,BIAB,67,2,0.0,L,54712,mili,13,60,1.045,,16 , C,,,,08/26/2018 08:29 PM,https://www.brewersfriend.com/homebrew/recipe/view/696655/konec-poletja,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/54712,65,,Specific Gravity
3068,4Gs Red Rye,American Amber Ale,6,4.67,30.22,1.046,1.011,15,All Grain,79,2,0.0,Gal,45733,4Gs Brewing,7.75,60,1.036,0.35,68 , F,,,,08/26/2018 03:29 PM,https://www.brewersfriend.com/homebrew/recipe/view/696499/4gs-red-rye,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/45733,65,1.25,Specific Gravity
3069,Imperial Octoberfest,Festbier,5,7.85,0,1.078,1.018,15,All Grain,53,2,0.0,Gal,,,7.5,60,1.052,,58 , F,,,,08/26/2018 12:58 PM,https://www.brewersfriend.com/homebrew/recipe/view/696414/imperial-octoberfest,https://www.brewersfriend.com/styles/festbier/,,72,1.4,Specific Gravity
3070,TILT - SPIKE SYSTEM,American IPA,6.5,5.24,67.7,1.053,1.013,4,All Grain,141,2,0.0,Gal,,,8,60,1.043,,,,,,,08/25/2018 11:38 PM,https://www.brewersfriend.com/homebrew/recipe/view/696264/tilt-spike-system,https://www.brewersfriend.com/styles/american-ipa/,,62,1.25,Specific Gravity
3071,Chocolate Wild Rice Porter,Robust Porter,5.5,6.66,51.68,1.069,1.018,35,All Grain,99,2,0.0,Gal,,,7.5,60,1.05,,70 , F,,,,08/25/2018 07:45 PM,https://www.brewersfriend.com/homebrew/recipe/view/696183/chocolate-wild-rice-porter,https://www.brewersfriend.com/styles/robust-porter/,,70,1.5,Specific Gravity
3072,Yoopers UPSIZED Oatmeal Stout,American Stout,1,4.87,36.13,1.051,1.014,33,BIAB,97,2,0.0,Gal,107566,BMWfan,12.5,60,1.047,0.75,64 , F,,,,08/24/2018 03:52 PM,https://www.brewersfriend.com/homebrew/recipe/view/695599/yoopers-upsized-oatmeal-stout,https://www.brewersfriend.com/styles/american-stout/,https://www.brewersfriend.com/homebrew/brewer/107566,75,,Specific Gravity
3073,Super Saison,Saison,1,6.7,26.4,1.062,1.011,7,All Grain,9,2,0.0,Gal,141479,Tbagger,14,60,1.062,0.75,68 , F,force carb,,,08/24/2018 07:03 AM,https://www.brewersfriend.com/homebrew/recipe/view/695428/super-saison,https://www.brewersfriend.com/styles/saison/,https://www.brewersfriend.com/homebrew/brewer/141479,70,1.5,Specific Gravity
3074,Quad Squad,Belgian Dark Strong Ale,5.5,12.72,38.43,1.12,1.023,29,All Grain,119,2,0.0,Gal,,,7.5,120,1.079,1.5,70 , F,,,,08/24/2018 01:30 AM,https://www.brewersfriend.com/homebrew/recipe/view/695365/quad-squad,https://www.brewersfriend.com/styles/belgian-dark-strong-ale/,,87,1.5,Specific Gravity
3075,belgian blonde,American Light Lager,6,5.17,18.47,1.053,1.013,5,All Grain,47,2,0.0,Gal,92258,donovan23,7,60,1.045,,,,,,,08/23/2018 07:38 PM,https://www.brewersfriend.com/homebrew/recipe/view/695243/belgian-blonde,https://www.brewersfriend.com/styles/american-light-lager/,https://www.brewersfriend.com/homebrew/brewer/92258,70,1.5,Specific Gravity
3076,Alt.Beer.Recipe,Altbier,5,5.11,39.89,1.052,1.013,16,BIAB,143,2,5.0,Gal,102457,Conanicut Brewing,7,60,1.037,,64 , F,,,,08/23/2018 06:53 PM,https://www.brewersfriend.com/homebrew/recipe/view/695218/alt-beer-recipe,https://www.brewersfriend.com/styles/altbier/,https://www.brewersfriend.com/homebrew/brewer/102457,70,,Specific Gravity
3077,Citra NEIPA Vol. 1,Specialty IPA: New England IPA,5.5,7.75,91.21,1.08,1.021,4,All Grain,84,2,0.0,Gal,188718,Scarhead Brewing,7.5,60,1.059,0.35,70 , F,,,,08/23/2018 05:12 PM,https://www.brewersfriend.com/homebrew/recipe/view/695181/citra-neipa-vol-1,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,https://www.brewersfriend.com/homebrew/brewer/188718,75,1.5,Specific Gravity
3078,AIH Oktoberfest,Märzen,5.5,6.64,82.2,1.066,1.015,10,BIAB,96,2,5.0,Gal,177207,Slamber73,6.75,60,1.048,0.35,68 , F,,,,08/22/2018 01:43 AM,https://www.brewersfriend.com/homebrew/recipe/view/694455/aih-oktoberfest,https://www.brewersfriend.com/styles/marzen/,https://www.brewersfriend.com/homebrew/brewer/177207,70,,Specific Gravity
3079,Spotted Cow CLone,Cream Ale,5.5,4.9,12.83,1.05,1.013,5,BIAB,179,2,0.0,Gal,122648,Beewrangler63,8,60,1.034,0.5,65 , F,,,,08/21/2018 01:56 PM,https://www.brewersfriend.com/homebrew/recipe/view/694178/spotted-cow-clone,https://www.brewersfriend.com/styles/cream-ale/,https://www.brewersfriend.com/homebrew/brewer/122648,70,,Specific Gravity
3080,Fresh Picked Wet Hop,American Pale Ale,3,5.31,52.25,1.055,1.014,5,Partial Mash,117,2,0.0,Gal,109673,avantassel,42,60,1.048,0.35,65 , F,,,,08/18/2018 10:11 PM,https://www.brewersfriend.com/homebrew/recipe/view/693095/fresh-picked-wet-hop,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/109673,70,,Specific Gravity
3081,Laguz BRUTIPA,American IPA,1,8.64,31.8,1.066,1.001,4,All Grain,71,2,0.0,L,80305,Anderskvist,18,60,1.055,,18 , C,,,,08/18/2018 11:25 AM,https://www.brewersfriend.com/homebrew/recipe/view/692839/laguz-brutipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/80305,72,3,Specific Gravity
3082,Genus Hydra Brute,American IPA,3,4.57,1.62,1.035,1,3,All Grain,851,2,0.0,Gal,,,36,60,1.031,,,,,,,08/17/2018 11:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/692695/genus-hydra-brute,https://www.brewersfriend.com/styles/american-ipa/,,80,1.25,Specific Gravity
3083,Swatoberfest,Märzen,5.5,5.59,19.3,1.051,1.009,10,All Grain,60,2,0.0,Gal,113100,jswat,7.5,60,1.038,,,,,,,08/17/2018 09:29 PM,https://www.brewersfriend.com/homebrew/recipe/view/692667/swatoberfest,https://www.brewersfriend.com/styles/marzen/,https://www.brewersfriend.com/homebrew/brewer/113100,75,1.5,Specific Gravity
3084,Summer Squeeze lemon shandy,Fruit Beer,5.5,5.52,18.05,12.6482,2.32268,3,All Grain,191,2,0.0,Gal,,Ericm53,7.5,60,9.4,,,,,,,08/17/2018 02:11 PM,https://www.brewersfriend.com/homebrew/recipe/view/692486/summer-squeeze-lemon-shandy,https://www.brewersfriend.com/styles/fruit-beer/,,79,1.5,Plato
3085,Cream ale,Cream Ale,5.25,4.5,19.35,1.042,1.007,2,All Grain,31,2,0.0,Gal,,,7.5,90,1.029,0.35,,,,,,08/17/2018 01:14 PM,https://www.brewersfriend.com/homebrew/recipe/view/692457/cream-ale,https://www.brewersfriend.com/styles/cream-ale/,,68,1.33,Specific Gravity
3086,Harcourt Old Ale,British Strong Ale,2,8.31,37.21,1.079,1.015,28,All Grain,118,2,0.0,L,181902,philipwitney,28.5,60,1.064,0.35,20 , C,,,,08/16/2018 02:39 PM,https://www.brewersfriend.com/homebrew/recipe/view/692082/harcourt-old-ale,https://www.brewersfriend.com/styles/british-strong-ale/,https://www.brewersfriend.com/homebrew/brewer/181902,70,1,Specific Gravity
3087,G.O.D.S Dahls Neipa,English IPA,2,6.35,58.82,1.06,1.011,6,BIAB,81,2,0.0,L,,,29,90,1.051,,19 , C,,,,08/16/2018 07:24 AM,https://www.brewersfriend.com/homebrew/recipe/view/691965/g-o-d-s-dahls-neipa,https://www.brewersfriend.com/styles/english-ipa/,,75,,Specific Gravity
3088,REIPA,American Amber Ale,4,5.69,169.59,1.06,1.017,12,All Grain,73,2,0.0,L,,,60,60,1.045,0.35,19 , C,,,,08/16/2018 07:23 AM,https://www.brewersfriend.com/homebrew/recipe/view/691964/reipa,https://www.brewersfriend.com/styles/american-amber-ale/,,50,3,Specific Gravity
3089,Flanders,Flanders Red Ale,2,5.01,1.08,1.055,1.016,14,All Grain,141,2,0.0,L,101456,fuddbutter,28,60,1.049,0.35,,,,,,08/16/2018 03:52 AM,https://www.brewersfriend.com/homebrew/recipe/view/691933/flanders,https://www.brewersfriend.com/styles/flanders-red-ale/,https://www.brewersfriend.com/homebrew/brewer/101456,75,4,Specific Gravity
3090,Wild Wheat,American Wheat Beer,2.5,4.85,15.38,1.046,1.009,3,Extract,73,2,0.0,Gal,100620,ijdavis,2.75,30,1.042,0.35,,,,,,08/15/2018 08:07 PM,https://www.brewersfriend.com/homebrew/recipe/view/691776/wild-wheat,https://www.brewersfriend.com/styles/american-wheat-beer/,https://www.brewersfriend.com/homebrew/brewer/100620,35,,Specific Gravity
3091,Dark Cherry Stout,American Stout,3,5.76,38.38,1.053,1.009,37,BIAB,67,2,0.0,Gal,,,4.5,60,1.035,,,,,,,08/13/2018 06:12 PM,https://www.brewersfriend.com/homebrew/recipe/view/690914/dark-cherry-stout,https://www.brewersfriend.com/styles/american-stout/,,72,,Specific Gravity
3092,La CSC,Specialty IPA: New England IPA,2,3.03,65.77,1.028,1.005,5,All Grain,60,2,0.0,L,136277,Benjamin.crn,27,60,1.022,,20 , C,,,,08/13/2018 04:53 PM,https://www.brewersfriend.com/homebrew/recipe/view/690870/la-csc,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,https://www.brewersfriend.com/homebrew/brewer/136277,35,3,Specific Gravity
3093,Awesome Recipe,Belgian Golden Strong Ale,9.6,7.47,31.91,1.066,1.009,4,All Grain,50,2,0.0,L,186482,BertusBeensteen,14,60,1.045,,,,,,,08/13/2018 02:20 PM,https://www.brewersfriend.com/homebrew/recipe/view/690795/awesome-recipe,https://www.brewersfriend.com/styles/belgian-golden-strong-ale/,https://www.brewersfriend.com/homebrew/brewer/186482,60,3.2,Specific Gravity
3094,singapore saison,Saison,1,5.34,57.05,1.046,1.005,3,All Grain,79,2,0.0,L,,,28.5,60,1.031,,30 , C,,,,08/13/2018 01:08 PM,https://www.brewersfriend.com/homebrew/recipe/view/690769/singapore-saison,https://www.brewersfriend.com/styles/saison/,,69,3,Specific Gravity
3095,PumpKillin It,American Light Lager,5.5,6.68,0,1.076,1.026,18,All Grain,53,2,0.0,Gal,141875,Heavy Brewery,7.5,60,1.056,0.35,,,,,,08/13/2018 01:22 AM,https://www.brewersfriend.com/homebrew/recipe/view/690641/pumpkillin-it,https://www.brewersfriend.com/styles/american-light-lager/,https://www.brewersfriend.com/homebrew/brewer/141875,74,1.5,Specific Gravity
3096,Guten Bier,International Amber Lager,2,5.48,25.67,1.056,1.014,9,All Grain,92,2,0.0,Gal,74774,Muddy River Brewery,27,60,1.051,0.35,,,,,,08/11/2018 05:49 PM,https://www.brewersfriend.com/homebrew/recipe/view/690108/guten-bier,https://www.brewersfriend.com/styles/international-amber-lager/,https://www.brewersfriend.com/homebrew/brewer/74774,80,3,Specific Gravity
3097,Citrus IPA AIChE Brew,American IPA,5.5,6.47,52.49,1.06,1.011,6,All Grain,90,2,0.0,Gal,186227,LouisianaBrewer,7.5,75,1.044,1.0,68 , F,,,,08/11/2018 05:39 PM,https://www.brewersfriend.com/homebrew/recipe/view/690103/citrus-ipa-aiche-brew,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/186227,70,1.5,Specific Gravity
3098,Two Hearted Pale Clone,American IPA,1,5.91,45.76,1.06,1.015,6,All Grain,38,2,0.0,Gal,,terhorst,15,60,1.046,1.0,69 , F,,,,08/11/2018 03:09 PM,https://www.brewersfriend.com/homebrew/recipe/view/690036/two-hearted-pale-clone,https://www.brewersfriend.com/styles/american-ipa/,,78,1.33,Specific Gravity
3099,Saaz Pils,Czech Pale Lager,2,5.86,32.16,1.052,1.008,3,All Grain,138,2,0.0,L,,,28.4,90,1.042,1.5,10 , C,,,,08/10/2018 02:07 PM,https://www.brewersfriend.com/homebrew/recipe/view/689620/saaz-pils,https://www.brewersfriend.com/styles/czech-pale-lager/,,75,3,Specific Gravity
3100,Basshook Oatmeal Stout,Oatmeal Stout,5,5.48,39.29,1.059,1.017,38,All Grain,317,2,5.0,Gal,108547,Basshook Brewery,6,60,1.049,0.35,68 , F,Keg,6,PSI,08/08/2018 08:24 PM,https://www.brewersfriend.com/homebrew/recipe/view/688935/basshook-oatmeal-stout,https://www.brewersfriend.com/styles/oatmeal-stout/,https://www.brewersfriend.com/homebrew/brewer/108547,55,1.5,Specific Gravity
3101,Blue Ridge Maerzen,Märzen,4,5.99,22.57,1.065,1.019,6,All Grain,105,2,0.0,L,123785,Rene76,54,90,1.054,,11.5 , C,,,,08/07/2018 09:23 PM,https://www.brewersfriend.com/homebrew/recipe/view/688576/blue-ridge-maerzen,https://www.brewersfriend.com/styles/marzen/,https://www.brewersfriend.com/homebrew/brewer/123785,75,3,Specific Gravity
3102,Oktoberfest,Oktoberfest/Märzen,5.5,5.82,39.63,1.056,1.012,10,All Grain,82,2,0.0,Gal,107781,adv_trev,7.5,60,1.041,,50 , F,,,,08/06/2018 12:52 PM,https://www.brewersfriend.com/homebrew/recipe/view/687906/oktoberfest,https://www.brewersfriend.com/styles/oktoberfest-marzen/,https://www.brewersfriend.com/homebrew/brewer/107781,65,1,Specific Gravity
3103,Allagash,Witbier,2,5.37,0,1.053,1.012,3,All Grain,103,2,0.0,L,185105,Hinch,28.5,75,1.039,,,,,,,08/05/2018 06:24 AM,https://www.brewersfriend.com/homebrew/recipe/view/687429/allagash,https://www.brewersfriend.com/styles/witbier/,https://www.brewersfriend.com/homebrew/brewer/185105,70,5,Specific Gravity
3104,Grapefuit IPA,American IPA,2,6.22,44.26,1.059,1.012,6,All Grain,73,2,0.0,L,82886,jesuis,27,60,1.048,,,,,,,08/03/2018 11:06 AM,https://www.brewersfriend.com/homebrew/recipe/view/686585/grapefuit-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/82886,70,3,Specific Gravity
3105,Altbier 1,Altbier,5.5,5.93,41.9,1.055,1.01,14,All Grain,107,2,0.0,Gal,93142,Zigga,7.5,60,1.04,0.35,72 , F,,,,08/03/2018 01:19 AM,https://www.brewersfriend.com/homebrew/recipe/view/686483/altbier-1,https://www.brewersfriend.com/styles/altbier/,https://www.brewersfriend.com/homebrew/brewer/93142,65,1.5,Specific Gravity
3106,Manifest Ninkasa,American Amber Ale,5.5,5.74,39.97,1.055,1.011,13,BIAB,70,2,0.0,Gal,56049,The Fermentist,8,60,1.038,0.5,64 , F,,,,08/02/2018 10:24 PM,https://www.brewersfriend.com/homebrew/recipe/view/686435/manifest-ninkasa,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/56049,70,,Specific Gravity
3107,Hefeweizen,Weissbier,5,5.5,18.01,1.054,1.012,4,All Grain,88,2,0.0,Gal,138562,Tim Whiteley,6,90,1.045,,,,,,,08/02/2018 05:58 AM,https://www.brewersfriend.com/homebrew/recipe/view/686102/hefeweizen,https://www.brewersfriend.com/styles/weissbier/,https://www.brewersfriend.com/homebrew/brewer/138562,70,1.5,Specific Gravity
3108,Pine Tree Hefe,Weissbier,5.5,5.42,18.47,1.057,1.015,5,All Grain,72,2,0.0,Gal,71871,Bassadoor Brewing,7,60,1.044,0.5,68 , F,,,,08/02/2018 03:28 AM,https://www.brewersfriend.com/homebrew/recipe/view/686071/pine-tree-hefe,https://www.brewersfriend.com/styles/weissbier/,https://www.brewersfriend.com/homebrew/brewer/71871,55,1.5,Specific Gravity
3109,Hoegaarden Wit Clone,Witbier,1,4.94,8.97,1.05,1.013,4,All Grain,1525,2,0.0,L,66367,ptrain,22,60,1.041,0.35,18 , C,,,,08/01/2018 09:31 AM,https://www.brewersfriend.com/homebrew/recipe/view/685654/hoegaarden-wit-clone,https://www.brewersfriend.com/styles/witbier/,https://www.brewersfriend.com/homebrew/brewer/66367,65,3.2,Specific Gravity
3110,Picnic Ale,Blonde Ale,5.5,4.97,16.09,1.051,1.014,7,BIAB,58,2,0.0,Gal,179660,rmkolany,6,60,1.047,,70 , F,,,,07/31/2018 06:59 PM,https://www.brewersfriend.com/homebrew/recipe/view/685423/picnic-ale,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/179660,60,,Specific Gravity
3111,BierMuncher's OctoberFast,Märzen,5.5,5.64,22.74,1.06,1.017,12,BIAB,129,2,0.0,Gal,79546,Myndflyte,7.3,90,1.045,,65 , F,,,,07/30/2018 07:52 PM,https://www.brewersfriend.com/homebrew/recipe/view/685031/biermuncher-s-octoberfast,https://www.brewersfriend.com/styles/marzen/,https://www.brewersfriend.com/homebrew/brewer/79546,80,,Specific Gravity
3112,Haze is for Horses,Specialty IPA: New England IPA,5.5,6.82,43.44,1.071,1.019,5,All Grain,99,2,0.0,Gal,88185,Todd Carrixk,7.5,60,1.052,0.5,,,,,,07/30/2018 01:59 PM,https://www.brewersfriend.com/homebrew/recipe/view/684890/haze-is-for-horses,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,https://www.brewersfriend.com/homebrew/brewer/88185,75,1.5,Specific Gravity
3113,Sully Schwarzbier v2,Schwarzbier,1,5.48,26.65,1.051,1.009,26,BIAB,152,2,0.0,L,47555,davidsullivan,17,90,1.034,1.5,19 , C,,,,07/30/2018 10:47 AM,https://www.brewersfriend.com/homebrew/recipe/view/684832/sully-schwarzbier-v2,https://www.brewersfriend.com/styles/schwarzbier/,https://www.brewersfriend.com/homebrew/brewer/47555,70,,Specific Gravity
3114,Halloween Howl,Oatmeal Stout,4.7,5.5,82.71,1.057,1.016,40,Partial Mash,75,2,0.0,Gal,183638,ThreeGuitarz,4.7,60,1.057,0.75,77 , F,,,,07/28/2018 12:36 PM,https://www.brewersfriend.com/homebrew/recipe/view/683980/halloween-howl,https://www.brewersfriend.com/styles/oatmeal-stout/,https://www.brewersfriend.com/homebrew/brewer/183638,50,,Specific Gravity
3115,Ding ding ding,American IPA,2,6.63,64.05,1.062,1.011,9,BIAB,43,2,0.0,L,,,28.5,60,1.054,,,,,,,07/27/2018 03:23 PM,https://www.brewersfriend.com/homebrew/recipe/view/683605/ding-ding-ding,https://www.brewersfriend.com/styles/american-ipa/,,70,,Specific Gravity
3116,Chocolate Raspberry Stout,American Stout,5,4.82,57.94,1.051,1.014,49,Partial Mash,106,2,0.0,Gal,183638,ThreeGuitarz,5,60,1.05,,72 , F,,,,07/27/2018 01:19 AM,https://www.brewersfriend.com/homebrew/recipe/view/683358/chocolate-raspberry-stout,https://www.brewersfriend.com/styles/american-stout/,https://www.brewersfriend.com/homebrew/brewer/183638,50,,Specific Gravity
3117,Blonde Ale,Blonde Ale,5.5,5.67,18.89,1.056,1.012,3,All Grain,104,2,0.0,Gal,,,7,60,1.044,0.35,67 , F,,,,07/26/2018 08:14 PM,https://www.brewersfriend.com/homebrew/recipe/view/683274/blonde-ale,https://www.brewersfriend.com/styles/blonde-ale/,,75,1.5,Specific Gravity
3118,Lightbulb Clone,American Pale Ale,1,5.16,36.08,1.048,1.009,5,All Grain,125,2,0.0,L,71574,HKirkham,24,60,1.038,0.75,19 , C,,,,07/26/2018 01:08 PM,https://www.brewersfriend.com/homebrew/recipe/view/683087/lightbulb-clone,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/71574,65,3,Specific Gravity
3119,Haze Craze IPA (MoreBeer),American IPA,5,7.19,74.02,1.075,1.02,5,Extract,310,2,5.0,Gal,180653,IsaacHardy,3,60,1.125,0.35,68 , F,,,,07/25/2018 01:39 AM,https://www.brewersfriend.com/homebrew/recipe/view/682569/haze-craze-ipa-morebeer-,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/180653,35,,Specific Gravity
3120,Oaked Robust Porter,American Porter,5,8.74,66,1.087,1.021,50,BIAB,159,2,0.0,Gal,79546,Myndflyte,6,60,1.073,,,,,,,07/23/2018 05:38 PM,https://www.brewersfriend.com/homebrew/recipe/view/681926/oaked-robust-porter,https://www.brewersfriend.com/styles/american-porter/,https://www.brewersfriend.com/homebrew/brewer/79546,80,,Specific Gravity
